,name,price,deskripsi,isi_deksripsi
56,Garnier Micellar Cleansing Water Vitamin C 400 ml,Rp102.000 - Rp144.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 400 ml**Garnier
57,Garnier Micellar Oil Infused Cleansing Water 125 ml,Rp29.700 - Rp66.000,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Pembersih wajah yang dapat membersihkan dan menghapus kotoran, debu, dan make-up yang waterproof sekalipun dalam 1 kali usap dengan lembut dan tidak perlu dibilas.**Produk Konsumen**Botol @ 125 ml**Rohto Laboratories Indonesia**BPOM: NA18211206532"
58,Garnier Micellar Oil Infused Cleansing Water 400 ml,Rp87.300 - Rp206.800,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 400 ml**Rohto Laboratories Indonesia**BPOM: NA18211206532
59,Garnier Micellar Oil Infused Cleansing Water 50 ml,Rp16.700 - Rp35.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 50 ml**Rohto Laboratories Indonesia**BPOM: NA18211206532
60,Garnier Micellar Water Blue 125 ml,Rp27.000 - Rp46.600,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"GARNIER MICELLAR WATER BLUE 125 ML merupakan produk pembersih wajah yang berfungsi untuk menghapus makeup, membersihkan kotoran dan sekaligus menyegarkan wajah. Produk ini cocok untuk kulit kombinasi dan cenderung berminyak/berjerawat**Menghapus makeup, membersihkan tanpa kilap, tanpa bilas. Telah diuji secara dermatologi dan ophtalmologi.**Aqua, water, hexylene, glycol, glycerin, alcohol, denat, disodium cocoamphodiacetate, disodium edta, poloxamer 184, polyaminopropyl biguanide.**Usapkan pada wajah, mata, bibir dengan kapas tanpa menggosoknya. Tidak perlu dibilas.**Produk Konsumen**Botol 125 ml**L'Oreal Indonesia**BPOM: NA11181204075"
61,Garnier Micellar Water Blue 400 ml,Rp78.500 - Rp134.500,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"GARNIER MICELLAR WATER BLUE merupakan pembersih wajah untuk kulit berminyak rentan berjerawat. Produk ini dapat mengurangi minyak berlebih tanpa membuat kulit kering. Garnier Micellar Water Blue diperkaya dengan Micelles, dapat mengikat dan mengangkat debu, kotoran, juga make-up dari wajah, mata, dan bibir. Teksturnya ringan seperti air, sehingga dapat menghilangkan kotoran dan make-up dari wajah secara lembut tanpa perlu dibilas. Formulanya tidak lengket di wajah, tidak berminyak, dan tanpa parfum sehingga cocok untuk kulit kombinasi dan cenderung berminyak atau berjerawat.**Pembersih wajah untuk kulit kombinasi dan cenderung berminyak atau berjerawat. Pembersih wajah yang bermanfaat untuk membantu mengurangi minyak berlebih dan menghilangkan kotoran sisa make up.**Tuangkan Garnier Micellar Water pada kapas, kemudian aplikasikan kapas pada wajah.**Produk Konsumen**Botol @ 400 ml**L'Oreal Indonesia**BPOM: NA18191231027"
62,Garnier Micellar Water Pink 400 ml,Rp76.300 - Rp134.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 400 ml**L'Oreal Indonesia**BPOM: NA18191231027
63,Garnier Pure Active Anti Acne White Clearing Foam 100 ml,Rp24.700 - Rp48.000,Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Sesuai kebutuhan**Produk Konsumen**Tube 100 ml**L'Oreal Indonesia**BPOM: NA18121201821
64,Garnier Pure Active Matcha Deep Clean Clay Mask 6 ml,Rp18.700 - Rp23.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Sachet @ 2x6 ml**L'Oreal Indonesia**BPOM: NA18170200351
65,Garnier Pure Active Sensitive Cleansing Gel 100 ml,Rp28.500 - Rp52.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tube @ 100 ml**Garnier
66,Garnier Pure Active Sensitive Serum Cream 30 ml,Rp42.800 - Rp54.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tube**Garnier
67,Garnier Sakura Glow Hyaluron Booster Serum 30 ml,Rp119.500 - Rp188.000,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Botol @ 30 ml**Garnier"
68,Garnier Sakura Glow Water Glow Serum Mask,Rp29.900 - Rp40.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Sachet @ 28 g**Garnier
69,Garnier Sakura White Day Cream SPF 21 20 ml,Rp20.800 - Rp39.700,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Krim wajah yang diperkaya dengan Ekstrak Sakura yang merupakan bunga lembut dari Jepang Kulit menjadi tampak 60 lebih putih cerah merona dalam 4 minggu Dengan paduan ekstrak Sakura dan Whitening Vitamin B3 CG krim ini menutrisi kulit wajah membantu mencerahkan warna kulit dan menyamarkan noda hitam Kulit terasa halus dan poripori tampak lebih kecil**AquaWater Glycerin Homosalate Dimethicone Niacinamide Triethanolamine Phenylbenzimidazole Sulfonic Acid Octocrylene Butyl Methoxydibenzoylmethane Titanium Dioxide Silica PEG100 Stearate CI 77891Titanium Dioxide Glyceryl Stearate Acrylates C1030 Alkyl Acrylate Crosspolymer Alumium Hydroxide Anise Alcohol Ascorbyl Glucoside Benzyl Alcohol Capryloyl Salisylic Acid Caprylil Glycol Cetyl Alcohol Geranil Hexyl Cinnamal Limonene Methylisothiazolinone Palmitic Acid Perlite Phenoxyethanol Potassium Cetyl Phosphate Prunus Yedoensis Leaf Extract Sodium Palmitoyl Proline Stearic Acid Tetrasodium EDTA ParfumFragrance**Sesuai kebutuhan**Oleskan secara merata pada wajah dan leher pada siang hari**Produk Konsumen**Pot 18 G**Garnier**BPOM: NA18141900106
70,Garnier Sakura White Day Cream SPF 21 50 ml,Rp35.700 - Rp110.000,Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Sesuai kebutuhan**Bersihkan wajah terlebih dahulu,oleskan secara merata pada wajah dan leher**Produk Konsumen**Tube 50 ml**L'Oreal Indonesia**BPOM: NA18141900106"
71,Garnier Sakura White Pinkish Radiance Sleeping Essence Night Cream 20 ml,Rp24.900 - Rp35.800,Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Sesuai kebutuhan**Bersihkan wajah terlebih dahulu,oleskan secara merata pada wajah dan leher**Produk Konsumen**Tube 20 ml**L'Oreal Indonesia**BPOM: NA18170102497"
72,Garnier Sakura White Tissu Mask Pinkish Radiance,Rp29.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur,-**-**-**Sesuai kebutuhan**-**-**-**-**Produk Konsumen**Sachet Isi 1**L'Oreal Indonesia
73,Gizi Beauty Perfect Day Cream 27G,Rp71.500 - Rp91.300,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Melindungi kulit dari paparan sinar UV. Membantu mengurangi tanda-tanda penuaan dini yang terjadi pada kulit. Membuat kulit menjadi elastis. Noda hitam dan kerutan halus tersamarkan. Membantu meregenerasi sel kulit sehingga selalu tampak segar dan awet muda.**Bersihkan wajah dan leher sebelumnya dengan sabun pembersih wajah. Aplikasikan Gizi Beauty Perfect Day Cream pada wajah dan leher secara merata. Gunakan Gizi Beauty Perfect with Mangosteen Day Cream di pagi dan siang hari, serta Gizi Beauty Perfect Night Cream with Mangosteen di malam hari untuk perawatan anti-aging optimal.**Produk Konsumen**Pot 27 g**Gizi Indonesia"
74,Gizi Beauty Perfect Night Cream 27G,Rp105.300 - Rp113.800,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Membantu mengurangi tanda-tanda penuaan dini yang terjadi pada kulit, Membuat kulit menjadi elastis, Noda hitam dan kerutan halus tersamarkan, Membantu meregenerasi sel kulit sehingga selalu tampak segar dan awet muda.**Bersihkan wajah dan leher sebelumnya dengan sabun pembersih wajah, Aplikasikan Gizi Beauty Perfect Night Cream pada wajah dan leher secara merata.**Produk Konsumen**Pot 27 g**Gizi Indonesia"
75,Glikoderm Clarifying Facial Cleanser 100 ml,Rp32.400 - Rp75.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 100 ml**None
76,Hada Labo Gokujyun Premium Ultimate Moisturizing Lotion 100 ml,Rp80.500 - Rp107.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Rohto Laboratories Indonesia**BPOM: NA18210110093
77,Hada Labo Gokujyun Ultimate Moisturizing Lotion 100 ml,Rp39.500 - Rp60.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Rohto Laboratories Indonesia**BPOM: NA18120100843
78,Hada Labo Perfect 3D Gel 40G,Rp97.200 - Rp136.000,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Melembabkan kulit secara intensif dan melembutkan tekstur kulit. *Mencerahkan kulit, menyamarkan noda hitam, serta mengurangi kulit kusam. *Anti oksidan dan menangkal efek radikal bebas. *Menyamarkan tanda-tanda penuaan dini.***Disarankan untuk malam hari setelah Hada Labo Lotion. *Ambil secukupnya di telapak tangan, lalu usapkan secara merata di seluruh wajah. Biarkan hingga meresap.**Produk Konsumen**Pot 40 g**Rohto Laboratories Indonesia"
79,Hada Labo Shirojyun Ultimate Whitening Cream Night Cream 40 g,Rp79.500 - Rp107.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pot @ 40 G**Rohto Laboratories Indonesia
80,Hada Labo Shirojyun Ultimate Whitening Essence 30 g,Rp129.500 - Rp177.400,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Produk Konsumen**Individual Box, Botol Pump 30 gram**Rohto Laboratories Indonesia**BPOM: NA18111900413"
81,Hada Labo Shirojyun Whitening Face Wash 100 g,Rp40.000 - Rp69.300,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"HADA LABO SHIROJYUN WHITENING FACE WASH merupakan pembersih wajah yang bermanfaat membantu mengangkat kotoran dan minyak dari kulit sekaligus mencerahkan kulit. Produk ini mengandung Arbutin dan Whitening Ekstrak untuk efek pencerah ganda. Selain itu, produk ini juga diperkaya dengan Hyaluronic Acid yang dapat membantu meningkatkan kelembaban secara intensif sehingga kulit terasa tetap elastis.**Membantu mengangkat kotoran dari wajah, membantu meningkatkan kelembaban kulit, serta membantu menjadikan warna kulit lebih merata sehingga kulit terlihat lebih cerah.**Tuangkan secukupnya pada telapak tangan. Lalu usapkan ke seluruh wajah secara merata. Bilas hingga bersih dengan air. Hindari daerah mata.**Produk Konsumen**Tube @ 100 g**Rohto Laboratories Indonesia"
82,Hada Labo Tamagohada Lotion Mild Peeling 100 ml,Rp48.000 - Rp64.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Rohto Laboratories Indonesia**BPOM: NA18210107286
83,Hada Labo Ultimate Lotion Gokujyun Alpha 100ml,Rp48.500 - Rp66.500,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,"lotion anti penuaan**Produk Konsumen**Dus, Botol @ 100 ml**Rohto Laboratories Indonesia"
84,Hada Labo Ultimate Moisturizer Milk Gokujyun 100ml,Rp46.000 - Rp76.100,Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Hada Labo Gokujyun - Ultimate Moisturizing Milk, moisturizer dengan Super Hyaluronic Acid Hydrating Milk, berbahan dasar air dan susu, menyediakan kelembaban ekstra yang dibutuhkan kulit.**Hada Labo Gokujyun - Ultimate Moisturizing Milk dibuat dari bahan-bahan natural, free of fragrances, mineral oil, alkohol, dan colorant.**Gunakan 2 kali setiap hari setelah mengenakan Hada Labo Gokujyun Super Hyaluronic Acid Hydrating Lotion. Aplilasikan Hada Labo Gokujyun Super Hyaluronic Acid Hydrating Milk secukupnya di wajah dan leher. Biarkan menyerap baru kenakan make up sehari-hari.**Produk Konsumen**Dus, Botol @ 100 ml**Rohto Laboratories Indonesia"
85,Hada Labo Ultimate Whitening 50G,Rp21.300 - Rp26.700,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Untuk menjaga kulit tetap bersih, segar dan cerah.**Busakan dengan air dan usapkan pada wajah (jangan sampai terkena mata) lalu bilas hingga bersih.**Produk Konsumen**tube 100g**Rohto Laboratories Indonesia"
86,Hakubi Q10 Cream 35 g,Rp232.600 - Rp266.000,Komposisi**Golongan Produk**Manufaktur**No. Registrasi,Consumer Goods**Produk Konsumen**Metro Drug Indonesia**BPOM: NA22160100408
87,Hanasui Gold Anti Aging Peel Of Mask 10 g,Rp1.900 - Rp4.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Sachet @ 10 g**None
88,Hanasui Serum Anti Acne 20 ml,Rp13.500 - Rp28.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 20 ml**None
89,Hanasui Serum Vitamin C 20 ml,Rp13.500 - Rp30.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 20 ml**None
90,Hanasui Serum Whitening Gold 20 ml,Rp15.400 - Rp31.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 20 ml**None
91,Hanasui White Rice Soap 60 g,Rp9.100 - Rp15.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Plastik @ 60 g**None
92,Hatomugi Skin Conditioner 500 ml,Rp106.900 - Rp143.100,Deskripsi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,HATOMUGI SKIN CONDITIONER berfungsi sebagai toner kulit wajah yang melembutkan dan memberi kesejukan pada kulit. Kandungan utamanya adalah ekstrak jali-jali yang dikenal sebagai tanaman yang memiliki banyak manfaat bagi kesehatan.**Produk Konsumen**Botol @ 500 ML**None**BPOM: NA22190105290
93,Hatomugi Skin Conditioning Gel 180 g,Rp108.500 - Rp192.800,Deskripsi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"HATOMUGI SKIN CONDITIONING GELL adalah pelembab multi-guna yang lembut untuk wajah dan tubuh. Memiliki tekstur gel yang ringan, menyegarkan, sangat mudah diserap oleh kulit dan tidak lengket namun melembabkan secara mendalam. Diformulasikan dengan tanaman jali / barley yang memiliki sifat cooling / mendinginkan kulit, selain itu juga melembabkan kulit. Memperbaiki kondisi kulit tanpa menggunakan minyak dan emolien yang tebal. Kulit tampak lebih lembut, dan segar. Tekstur Hatomugi Skin Conditioning Gel yang ringan, mudah diserap oleh kulit dan bebas alkohol. Hatomugi Skin Conditioning Gel memiliki kandungan air sebanyak 81%. Gunakan sebagai krim kecantikan sehari-hari, sebagai base make-up yang non-oily atau sebagai lotion untuk tubuh.**Produk Konsumen**Pot @ 180 G**None**BPOM: NA22170100609"
94,Himalaya Clear Complexion Whitening Face Wash 100 ml,Rp31.500 - Rp45.500,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"HIMALAYA CLEAR COMPLEXION WHITENING FACE WASH adalah pembersih wajah berbahan herbal yang sangat direkomendasikan untuk menghilangkan bintik-bintik /noda gelap di wajah, mencerahkan kulit wajah, dan membuat kulit wajah tampak merona dan bercahaya. Pembersih wajah ini diperkaya Ekstrak herbal seperti : 1. Delima (Pomegranate): Delima merupakan sumber yang kaya polifenol, memiliki antioksidan kuat dan manfaat perlindungan terhadap radikal bebas yang dihasilkan oleh lingkungan. Kandungan dalam buah Delima baik untuk melembutkan, melembabkan, dan memelihara kulit wajah. 2. Bunga Saffron: Salah satu bunga paling eksotis yang baik untuk memberikan warna/rona kulit wajah, sehingga bercahaya. Bunga ini secara efektif mampu melembabkan, menenangkan kulit wajah. Crocetin yang terkandung di bunga Saffron baik untuk memutihkan kulit. Saffron juga efektif dalam pengobatan jerawat dan menghilangkan noda dan bintik-bintik hitam di wajah.**Pembersih wajah bebas sabun yang digunakan untuk membersihkan dan mengangkat kotoran, membantu menghilangkan noda jerawat, menutrisi dan menenangkan kulit sehingga kulit tampak lebih cerah, lembut dan bercahaya.**Licorice, White Dammer, Saffron, Cucumber, Delima.**Basahi wajah dan pijat diseluruh permukaan wajah, hindari area sekitar mata. Bilas hingga bersih dan keringkan.**Produk Konsumen**Tube 100 ml**The Himalaya Drug Company**BPOM: NA17131200111"
95,Himalaya Gentle Exfoliating Daily Face Wash 100 ml,Rp17.900 - Rp43.500,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"HIMALAYA GENTLE EXFOLIATING DAILY FACE WASH merupakan pembersih wajah yang diformulasikan untuk membersihkan kulit wajah dan mengangkat sel kulit mati. Produk ini mengandung granul aprikot, yang secara lembut mengangkat sel kulit mati dan membantu merangsang sel kulit baru, Neem dan Lemon untuk mengurangi kelebihan minyak, Aloe vera melembutkan dan melembabkan kulit wajah, sehingga kulit wajah menjadi halus, bersih, segar, dan bercahaya.**Untuk membersihkan dan mengangkat sel kulit mati dan mengangkat minyak berlebih dari permukaan kulit.**Basahi wajah, usapkan face wash dan pijat diseluruh permukaan wajah, hindari area di sekitar mata. Bilas hingga bersih.**Produk Konsumen**Tube 100 ml**The Himalaya Drug Company**BPOM: NA17131200138"
96,Himalaya Oil Control Lemon Face Wash 100 ml,Rp18.000 - Rp43.500,Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Sesuai kebutuhan**Produk Konsumen**Tube 100 ml**The Himalaya Drug Company**BPOM: NA17131200208
97,Himalaya Purifying Neem Face Wash 100 ml,Rp29.600 - Rp65.200,Indikasi Umum**Komposisi**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Diformulasikan khusus untuk memberikan Anda kulit bersih, bebas masalah, gel pembersih wajah yang digunakan sehari-hari, yang membersihkan kulit Anda dengan menghilangkan kelebihan minyak dan kotoran tanpa terlalu mengeringkan. Neem, terkenal karena sifatnya memurnikan dan antibakteri, membunuh bakteri penyebab masalah. Dikombinasikan dengan Kunyit, itu membantu mengontrol jerawat dan jerawat meninggalkan kulit Anda lembut, jelas, segar dan bebas masalah.**Neem, Kunyit**Basahi wajah dan pijat ke seluruh tubuh, hindari area mata yang lembut. Cuci dan tepuk kering. Untuk hasil terbaik, juga gunakan Purifying Neem Scrub dan Purifying Neem Mask.**Produk Konsumen**Tube100 ml**The Himalaya Drug Company**BPOM: NA17131200086"
98,Himalaya Purifying Neem Face Wash 50 ml,Rp12.200 - Rp30.500,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"HIMALAYA PURIFYING NEEM FACE WASH diformulasikan khusus untuk membuat kulit cerah dan bebas masalah. Produk ini berbentuk gel pembersih wajah yang bebas sabun, yang dapat digunakan setiap hari ini mampu membersihkan kulit dengan menghilangkan minyak berlebih dan kotoran tanpa menjadikan kulit kering. Produk ini mengandung Nimba yang terkenal akan khasiat untuk membersihkan yang dipadukan dengan kunyit menghasilkan produk yang mampu mengendalikan jerawat sehingga menjadikan kulit anda lembut, cerah, segar, dan bebas masalah. Pembersih wajah ini cocok digunakan untuk kulit berminyak.**Membersihkan kulit dengan menghilangkan minyak berlebih dan kotoran, serta mengendalikan jerawat.**Basahi wajah dengan air, usapkan sabun ke seluruh wajah sambil memberikan pijatan ringan. Bilas dengan air bersih.**Produk Konsumen**Tube 50 ml**The Himalaya Drug Company**BPOM: NA17131200086"
99,Himalaya Purifying Neem Mask 100 ml,Rp26.900 - Rp49.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Himalaya Purifying Neem Mask merupakan masker wajah yang membantu mengatur sekresi minyak berlebih, membersihkan pori-pori yang tersumbat dan mencegah kambuhnya jerawat. Dengan kandungan Neem yang terkenal karena sifatnya memurnikan dan antibakteri, membantu dalam mengendalikan jerawat, dan kekambuhan jerawat. Produk ini dikombinasikan dengan Kunyit yang membantu menghilangkan bakteri penyebab jerawat. Fuller's Earth (Multani Mitti) mendinginkan dan menyejukkan kulit, memperbaiki tekstur kulit dan kulit menjadi bersih dan bebas masalah.**Sebagai masker wajah yang membantu mengurangi bakteri penyebab jerawat serta membantu mengurangi minyak berlebih dan kotoran pori-pori.**Fuller Earth, Neem, Kunyit.**Gunakan sekali atau dua kali seminggu.**Oleskan secara merata di atas wajah dan leher yang telah dibersihkan, hindari area di sekitar mata. Diamkan selama 10-15 menit. Hapus dengan spons basah dan cuci dengan air dingin.**Jangan gunakan pada kulit yang rusak atau meradang.**Produk Konsumen**Tube @ 100 ml**The Himalaya Drug Company**BPOM: NA17130200200"
